Block group id,OBJECTID,EnviroAtlas Community Code,Value of hospital admissions avoided due to nitrogen dioxide removed ($/yr),Asthma exacerbation avoided due to nitrogen dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to nitrogen dioxide removed ($/yr),Acute respiratory symptoms avoided due to ozone removed (cases/yr),Value of mortality avoided due to ozone removed ($/yr),Acute respiratory symptoms avoided due to particulate matter [PM2.5] removed (cases/yr),Value of mortality avoided due to particulate matter [PM2.5] removed ($/yr),Asthma exacerbation avoided due to sulfur dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to sulfur dioxide removed ($/yr),Value of hospital admissions avoided due to sulfur dioxide removed ($/yr),Total Population,Population under 1 year old,Percent population under 1 year old,Population under 13 years old,Percent population under 13 years old,Population over 70 years old,Percent population over 70 years old,"Population other than White, non-Hispanic","Percent population other than White, non-Hispanic",Population with income below twice the US poverty level,Percent population with income below twice the US poverty level,Total carbon stored (kg),Total carbon sequestered (kg/yr),Value of carbon stored ($),Value of carbon sequestered ($/yr),Average reduction in nighttime ambient temperature (Celsius),Average reduction in daytime ambient temperature (Celsius),Carbon monoxide (kg/yr),Nitrogen dioxide (kg/yr),Ozone (kg/yr),Particulate matter [PM2.5] (kg/yr),Sulfur dioxide (kg/yr),Particulate matter [PM10] (kg/yr),"Value of health, ecosystem, and materials damage avoided due to particulate matter [PM10] removed ($/yr)","Value of health, ecosystem, and materials damage avoided due to carbon monoxide removed ($/yr)",Percent annual reduction in streamflow,Reduction in annual runoff (m3/yr),Reduction in median load of total suspended solids [TSS] (kg/yr),Reduction in median biochemical oxygen demand [BOD5] (kg/yr),Reduction in median chemical oxygen demand [COD] (kg/yr),Reduction in median load of total phosphorus (kg/yr),Reduction in mean chemical oxygen demand [COD] (kg/yr),Reduction in mean load of nitrites and nitrates (kg/yr),Total carbon stored (mt),Total carbon sequestered by tree cover (mt/yr),Percent tree cover,Percent impervious area,Percent green space,Percent wetlands,Tree cover per capita (m2/person),Impervious area per capita (m2/person),Green space per capita (m2/person),Total land area in 15m buffer (m2).1,Percent vegetated cover in 15m buffer.1,Residential population within 300m of busy roadway with < 25 percent tree buffer,Residential population within 300m of busy roadway with > 25 percent tree buffer,Residential population within 300m of busy roadway,Percent of residential population within 300m of busy roadway,Percent of busy roadway bordered by > 25 percent tree buffer,Percent of busy roadway bordered by < 25 percent tree buffer,Residential population within 500m of a park entrance,Residential population not within 500m of a park entrance,Percent of residential population within 500m of a park entrance,Percent of residential population not within 500m of a park entrance,Percent carbon monoxide removed annually by tree cover,Percent nitrogen dioxide removed annually by tree cover,Percent ozone removed annually by tree cover,Percent particulate matter [PM10] removed annually by tree cover,Percent particulate matter [PM2.5] removed annually by tree cover,Percent sulfur dioxide removed annually by tree cover,Daily domestic use (x1000 gal/day),bgrp,EnviroAtlas Community Name,State FIPS,County FIPS,Tract FIPS,ORIG_FID
060374335043,43493,LACA,54.17,1.85,155.16,0.93,2704.88,0.09,1553.35,0.02,1.81,2.0,1457,17,1.17,301,20.66,58,3.98,1442,98.97,1527,71.32,183767.93,9295.93,14425.78,729.73,0.19,0.22,7.6,56.65,115.66,2.1,2.77,90.05,639.05,11.47,0.27,168.52,9.18,1.94,7.53,0.04,8.9,0.11,183.77,9.3,11.24,76.62,21.92,0.0,16,112,32,0,-99999.0,987,41,1028,70.56,0.0,100.0,0,1457,0.0,100.0,0.0,0.11,0.13,0.38,0.01,0.08,75.76,60374335043,"Los Angeles, CA",6,37,433504,43433
060374336011,43494,LACA,45.78,0.86,72.03,0.64,1792.08,0.06,1282.99,0.01,0.83,1.5,1076,11,1.02,152,14.13,144,13.38,1036,96.28,244,32.49,268942.37,13604.5,21111.98,1067.95,0.17,0.19,11.12,82.94,169.35,3.07,4.06,184.04,1306.11,16.79,0.23,199.35,10.86,2.29,8.91,0.05,10.53,0.13,268.94,13.6,10.08,67.41,30.52,0.19,33,218,99,30964,25.36,1032,20,1052,97.77,9.04,90.96,0,1076,0.0,100.0,0.0,0.1,0.12,0.32,0.01,0.07,69.94,60374336011,"Los Angeles, CA",6,37,433601,43434
060374336012,43495,LACA,207.95,3.91,327.32,2.9,8143.94,0.29,5830.88,0.05,3.78,6.84,3847,34,0.88,598,15.54,364,9.46,3690,95.92,1666,39.96,762678.82,38580.24,59870.29,3028.55,0.21,0.24,31.54,235.16,480.07,8.7,11.51,521.91,3703.93,47.61,0.32,590.89,32.2,6.8,26.41,0.15,31.2,0.39,762.68,38.58,12.8,63.09,34.43,0.0,26,127,69,0,-99999.0,2160,183,2343,60.9,10.18,89.82,4,3843,0.1,99.9,0.0,0.12,0.15,0.41,0.01,0.09,250.05,60374336012,"Los Angeles, CA",6,37,433601,43435
060374336021,43496,LACA,144.25,2.91,244.15,1.89,5485.49,0.19,3857.56,0.04,2.78,4.71,2803,29,1.03,452,16.13,314,11.2,2684,95.75,1263,49.47,844454.28,42716.87,66289.66,3353.27,0.2,0.23,34.92,260.44,531.77,9.69,12.74,576.9,4094.15,52.72,0.31,655.39,35.72,7.54,29.3,0.17,34.6,0.43,844.45,42.72,11.82,59.79,36.14,0.0,39,198,120,28873,33.71,1085,72,1157,41.28,14.57,85.43,1227,1576,43.77,56.23,0.0,0.11,0.14,0.38,0.01,0.08,182.2,60374336021,"Los Angeles, CA",6,37,433602,43436
060374337001,43497,LACA,46.14,1.22,102.05,0.68,2016.04,0.07,1309.38,0.02,1.18,1.6,1241,26,2.1,268,21.6,77,6.2,1205,97.1,277,22.59,348895.3,17648.93,27388.28,1385.44,0.16,0.19,14.43,107.56,219.58,4.1,5.26,168.39,1195.05,21.78,0.24,316.61,17.26,3.64,14.15,0.08,16.72,0.21,348.9,17.65,9.82,76.63,22.28,0.0,37,285,83,0,-99999.0,1046,65,1111,89.52,17.66,82.34,1016,225,81.87,18.13,0.0,0.09,0.12,0.33,0.01,0.07,80.67,60374337001,"Los Angeles, CA",6,37,433700,43437
060374337003,43499,LACA,67.63,1.79,149.6,1.0,2955.71,0.1,1919.58,0.02,1.74,2.35,1124,21,1.87,248,22.06,99,8.81,1048,93.24,528,53.77,3002437.46,151878.83,235691.34,11922.49,0.27,0.31,124.15,925.64,1889.73,35.27,45.3,1449.11,10284.07,187.44,0.37,1641.51,89.46,18.88,73.38,0.43,86.67,1.08,3002.44,151.88,15.91,44.93,44.12,4.55,348,982,964,23720,95.41,659,268,927,82.47,52.73,47.27,724,400,64.41,35.59,0.0,0.15,0.19,0.53,0.01,0.11,73.06,60374337003,"Los Angeles, CA",6,37,433700,43439
060374338011,43500,LACA,50.51,1.85,154.56,0.88,2606.55,0.09,1451.85,0.02,1.81,1.9,1826,40,2.19,483,26.45,39,2.14,1790,98.03,1230,84.94,134459.65,6801.66,10555.08,533.93,0.15,0.17,5.56,41.45,84.7,1.54,2.03,65.72,466.42,8.39,0.22,134.81,7.35,1.55,6.03,0.03,7.12,0.09,134.46,6.8,8.6,80.2,18.16,0.0,10,89,20,0,-99999.0,1783,0,1783,97.65,5.44,94.56,0,1826,0.0,100.0,0.0,0.08,0.1,0.29,0.01,0.06,118.69,60374338011,"Los Angeles, CA",6,37,433801,43440
060374338012,43501,LACA,21.61,0.79,66.12,0.38,1114.56,0.04,621.12,0.01,0.77,0.81,1129,22,1.95,233,20.64,70,6.2,1105,97.87,592,45.05,341113.02,17255.26,26777.37,1354.54,0.11,0.12,14.11,105.16,214.67,3.92,5.15,166.73,1183.27,21.3,0.18,451.31,24.6,5.19,20.17,0.12,23.83,0.3,341.11,17.26,5.97,87.09,12.08,0.0,39,573,80,0,-99999.0,1038,39,1077,95.39,7.15,92.85,85,1044,7.53,92.47,0.0,0.06,0.07,0.2,0.0,0.04,73.39,60374338012,"Los Angeles, CA",6,37,433801,43441
060374338013,43502,LACA,54.0,1.97,165.24,0.94,2785.3,0.09,1552.18,0.02,1.93,2.03,1472,20,1.36,259,17.6,123,8.36,1397,94.9,691,56.87,428102.3,21655.63,33606.03,1699.97,0.2,0.23,17.7,131.98,269.42,4.91,6.46,209.25,1485.03,26.73,0.25,308.79,16.83,3.55,13.8,0.08,16.3,0.2,428.1,21.66,11.44,68.93,30.26,0.0,38,228,100,0,-99999.0,522,224,746,50.68,18.28,81.72,129,1343,8.76,91.24,0.0,0.11,0.13,0.39,0.01,0.08,95.68,60374338013,"Los Angeles, CA",6,37,433801,43442
060374338014,43503,LACA,50.88,1.86,155.69,0.89,2624.16,0.09,1462.41,0.02,1.82,1.92,1770,45,2.54,525,29.66,22,1.24,1756,99.21,1427,85.86,95071.47,4809.21,7463.11,377.52,0.14,0.16,3.93,29.31,59.84,1.09,1.43,46.47,329.79,5.94,0.2,76.18,4.15,0.88,3.41,0.02,4.02,0.05,95.07,4.81,9.01,73.17,25.83,0.0,7,57,20,0,-99999.0,1648,104,1752,98.98,23.95,76.05,0,1770,0.0,100.0,0.0,0.09,0.11,0.3,0.01,0.06,92.04,60374338014,"Los Angeles, CA",6,37,433801,43443
060374339011,43506,LACA,77.13,2.89,242.18,1.44,4119.48,0.14,2357.01,0.04,2.83,2.94,2986,56,1.88,674,22.57,109,3.65,2917,97.69,1750,65.94,252862.58,12791.1,19849.71,1004.1,0.15,0.16,10.46,77.95,159.13,2.85,3.81,124.78,885.56,15.79,0.19,216.14,11.78,2.49,9.66,0.06,11.41,0.14,252.86,12.79,8.34,77.49,20.75,0.0,11,102,27,0,-99999.0,2400,8,2408,80.64,0.0,100.0,1108,1878,37.11,62.89,0.0,0.08,0.1,0.28,0.01,0.06,155.27,60374339011,"Los Angeles, CA",6,37,433901,43446
060374339012,43507,LACA,45.46,1.71,142.75,0.85,2428.28,0.08,1389.35,0.02,1.67,1.73,1236,27,2.18,321,25.97,25,2.02,1219,98.62,1130,81.88,171417.79,8671.2,13456.3,680.69,0.2,0.23,7.09,52.85,107.88,1.93,2.59,84.59,600.33,10.7,0.3,132.47,7.22,1.52,5.92,0.03,6.99,0.09,171.42,8.67,11.88,62.2,33.12,0.0,18,94,50,0,-99999.0,807,9,816,66.02,0.63,99.37,1041,195,84.22,15.78,0.0,0.11,0.14,0.4,0.01,0.08,64.27,60374339012,"Los Angeles, CA",6,37,433901,43447
060374339013,43508,LACA,61.38,2.3,192.72,1.14,3278.25,0.11,1875.66,0.03,2.25,2.34,1371,28,2.04,308,22.47,41,2.99,1328,96.86,951,56.74,154046.08,7792.45,12092.62,611.71,0.23,0.27,6.37,47.49,96.95,1.73,2.32,76.02,539.49,9.62,0.34,114.68,6.25,1.32,5.13,0.03,6.06,0.08,154.05,7.79,14.46,65.07,30.25,0.0,15,66,31,0,-99999.0,103,39,142,10.36,0.0,0.0,927,444,67.61,32.39,0.0,0.14,0.17,0.49,0.01,0.1,71.29,60374339013,"Los Angeles, CA",6,37,433901,43448
060374339021,43509,LACA,56.34,1.53,128.64,0.88,2523.56,0.09,1572.7,0.02,1.43,1.97,1020,14,1.37,217,21.27,46,4.51,993,97.35,450,43.9,186121.07,9414.97,14610.5,739.07,0.25,0.29,7.7,57.38,117.14,2.13,2.81,91.11,646.58,11.62,0.36,143.82,7.84,1.65,6.43,0.04,7.59,0.09,186.12,9.41,14.96,64.86,31.14,0.0,24,103,49,0,-99999.0,701,5,706,69.22,1.06,98.94,988,32,96.86,3.14,0.0,0.14,0.17,0.5,0.01,0.1,53.04,60374339021,"Los Angeles, CA",6,37,433902,43449
060374339022,43510,LACA,55.45,1.51,126.61,0.87,2483.82,0.09,1547.91,0.02,1.41,1.94,1529,21,1.37,263,17.2,139,9.09,1429,93.46,1060,61.7,254985.02,12898.46,20016.32,1012.53,0.17,0.19,10.54,78.61,160.48,2.92,3.85,124.82,885.81,15.92,0.22,195.12,10.63,2.24,8.72,0.05,10.3,0.13,254.99,12.9,9.82,70.59,28.31,0.0,22,156,63,0,-99999.0,1340,80,1420,92.87,2.58,97.42,177,1352,11.58,88.42,0.0,0.09,0.12,0.33,0.01,0.07,79.51,60374339022,"Los Angeles, CA",6,37,433902,43450
060374339023,43511,LACA,60.47,1.65,138.07,0.94,2708.7,0.09,1688.08,0.02,1.53,2.11,1231,14,1.14,243,19.74,79,6.42,1193,96.91,673,61.91,236605.92,11968.75,18573.56,939.55,0.22,0.25,9.78,72.94,148.91,2.71,3.57,115.82,821.96,14.77,0.32,176.34,9.61,2.03,7.88,0.05,9.31,0.12,236.61,11.97,13.3,63.41,33.65,0.0,25,119,63,0,-99999.0,690,75,765,62.14,19.67,80.33,616,615,50.04,49.96,0.0,0.13,0.16,0.45,0.01,0.09,64.01,60374339023,"Los Angeles, CA",6,37,433902,43451
060374340011,43512,LACA,103.38,3.17,265.84,1.79,5052.48,0.18,2983.63,0.04,2.94,3.76,1854,37,2.0,357,19.26,81,4.37,1801,97.14,996,46.48,534693.39,27047.56,41973.43,2123.23,0.28,0.32,22.11,164.84,336.5,6.05,8.07,263.26,1868.33,33.38,0.4,389.92,21.25,4.48,17.43,0.1,20.59,0.26,534.69,27.05,16.48,61.84,31.31,0.0,38,141,71,0,-99999.0,924,43,967,52.16,3.51,96.49,283,1571,15.26,84.74,0.0,0.16,0.19,0.55,0.01,0.11,96.41,60374340011,"Los Angeles, CA",6,37,434001,43452
060374340012,43513,LACA,70.05,2.15,180.14,1.21,3423.68,0.12,2021.78,0.03,1.99,2.54,2541,43,1.69,537,21.13,139,5.47,2468,97.13,1040,46.93,427356.37,21617.9,33547.48,1697.0,0.14,0.16,17.67,131.75,268.95,4.84,6.45,210.41,1493.27,26.68,0.19,315.69,17.2,3.63,14.11,0.08,16.67,0.21,427.36,21.62,8.14,66.04,29.04,0.87,22,177,78,27608,32.78,272,1,273,10.74,9.63,90.37,0,2541,0.0,100.0,0.0,0.08,0.1,0.28,0.01,0.06,132.13,60374340012,"Los Angeles, CA",6,37,434001,43453
060374340031,43514,LACA,59.63,2.04,171.07,1.01,2955.68,0.1,1688.78,0.02,1.96,2.2,1653,40,2.42,409,24.74,65,3.93,1616,97.76,1165,48.74,316205.11,15995.29,24822.1,1255.63,0.19,0.21,13.08,97.48,199.01,3.63,4.77,154.36,1095.48,19.74,0.27,246.85,13.45,2.84,11.03,0.06,13.03,0.16,316.21,16.0,10.81,62.53,35.71,0.0,25,144,82,0,-99999.0,840,55,895,54.14,8.04,91.96,0,1653,0.0,100.0,0.0,0.1,0.13,0.37,0.01,0.08,85.96,60374340031,"Los Angeles, CA",6,37,434003,43454
060374340033,43516,LACA,68.73,2.35,197.16,1.17,3406.41,0.12,1946.36,0.03,2.26,2.53,1286,11,0.86,276,21.46,60,4.67,1241,96.5,631,58.53,329862.55,16686.16,25894.21,1309.86,0.27,0.31,13.64,101.69,207.6,3.79,4.98,161.03,1142.79,20.59,0.4,242.85,13.24,2.79,10.86,0.06,12.82,0.16,329.86,16.69,16.01,60.27,34.69,0.0,33,126,72,0,-99999.0,419,31,450,34.99,6.85,93.15,186,1100,14.46,85.54,0.0,0.15,0.19,0.54,0.01,0.11,66.87,60374340033,"Los Angeles, CA",6,37,434003,43456
060374802013,43717,LACA,169.01,3.23,269.67,2.13,6504.23,0.26,5699.04,0.04,3.35,5.2,1555,7,0.45,237,15.24,225,14.47,1073,69.0,221,15.05,1134621.05,57395.0,89067.75,4505.51,0.42,0.48,59.42,328.85,782.51,13.16,17.09,788.88,5598.51,89.72,0.56,651.78,35.52,7.5,29.13,0.17,34.41,0.43,1134.62,57.4,25.17,51.15,48.23,0.57,95,193,182,30868,82.13,1240,248,1488,95.69,37.52,62.48,420,1135,27.01,72.99,0.0,0.25,0.32,0.87,0.02,0.17,101.07,60374802013,"Los Angeles, CA",6,37,480201,43657
060374803021,43721,LACA,127.46,1.77,148.37,1.92,5143.89,0.24,4744.53,0.02,1.66,3.93,1223,10,0.82,158,12.92,113,9.24,973,79.56,533,38.54,714693.22,36152.88,56103.42,2838.0,0.43,0.49,37.43,207.14,492.91,8.52,10.77,491.83,3490.43,56.51,0.56,408.74,22.28,4.7,18.27,0.11,21.58,0.27,714.69,36.15,25.24,51.16,47.62,0.16,76,154,143,2541,69.42,804,196,1000,81.77,29.01,70.99,19,1204,1.55,98.45,0.0,0.25,0.32,0.86,0.02,0.17,111.29,60374803021,"Los Angeles, CA",6,37,480302,43661
060374803022,43722,LACA,134.7,1.87,156.8,2.02,5436.31,0.25,5014.13,0.02,1.76,4.15,1402,18,1.28,174,12.41,145,10.34,1068,76.18,282,17.69,794400.07,40184.87,62360.41,3154.51,0.39,0.45,41.61,230.25,547.92,9.47,11.97,546.68,3879.71,62.81,0.54,506.83,27.62,5.83,22.66,0.13,26.76,0.33,794.4,40.18,23.28,54.9,44.32,0.5,74,174,140,19011,66.52,747,449,1196,85.31,38.55,61.45,1119,283,79.81,20.19,0.0,0.23,0.3,0.8,0.02,0.16,127.58,60374803022,"Los Angeles, CA",6,37,480302,43662
060374803023,43723,LACA,88.48,1.23,103.0,1.33,3571.19,0.16,3293.8,0.01,1.16,2.73,1630,14,0.86,168,10.31,213,13.07,1414,86.75,705,44.82,240473.99,12164.42,18877.21,954.91,0.22,0.26,12.59,69.7,165.86,2.87,3.62,165.49,1174.43,19.01,0.35,246.15,13.42,2.83,11.0,0.06,13.0,0.16,240.47,12.16,13.16,78.38,21.32,0.0,19,114,31,0,-99999.0,1373,166,1539,94.42,24.22,75.78,1595,35,97.85,2.15,0.0,0.13,0.17,0.45,0.01,0.09,148.33,60374803023,"Los Angeles, CA",6,37,480302,43663
060374803031,43724,LACA,63.02,1.24,103.73,1.22,3132.28,0.15,2748.89,0.02,1.19,2.11,1190,13,1.09,181,15.21,80,6.72,1086,91.26,550,37.14,222402.49,11250.27,17458.6,883.15,0.27,0.31,11.65,64.47,153.4,2.69,3.35,152.41,1081.59,17.59,0.39,190.24,10.37,2.19,8.5,0.05,10.04,0.13,222.4,11.25,15.88,70.72,27.59,0.0,24,109,42,0,-99999.0,1097,34,1131,95.04,2.86,97.14,295,895,24.79,75.21,0.0,0.16,0.2,0.54,0.01,0.11,108.29,60374803031,"Los Angeles, CA",6,37,480303,43664
060374803032,43725,LACA,132.54,2.6,218.14,2.57,6587.4,0.32,5781.05,0.03,2.5,4.44,2668,32,1.2,386,14.47,140,5.25,2476,92.8,918,37.9,306231.18,15490.76,24039.15,1216.02,0.25,0.29,16.04,88.76,211.23,3.7,4.61,209.85,1489.27,24.21,0.4,303.81,16.56,3.49,13.58,0.08,16.04,0.2,306.23,15.49,14.81,74.62,24.74,0.0,15,75,25,0,-99999.0,1851,245,2096,78.56,20.63,79.37,1711,957,64.13,35.87,0.0,0.15,0.19,0.51,0.01,0.1,242.79,60374803032,"Los Angeles, CA",6,37,480303,43665
060374803041,43726,LACA,66.67,0.91,76.77,1.02,2715.73,0.13,2508.37,0.01,0.82,2.06,1970,24,1.22,204,10.36,334,16.95,1861,94.47,1243,56.22,108528.97,5489.96,8519.52,430.96,0.14,0.16,5.68,31.46,74.86,1.31,1.63,74.43,528.19,8.58,0.2,106.04,5.78,1.22,4.74,0.03,5.6,0.07,108.53,5.49,8.28,80.97,17.41,0.0,7,70,15,0,-99999.0,1889,13,1902,96.55,5.81,94.19,0,1970,0.0,100.0,0.0,0.08,0.11,0.29,0.01,0.06,179.27,60374803041,"Los Angeles, CA",6,37,480304,43666
060374803042,43727,LACA,44.35,0.61,51.07,0.68,1806.5,0.08,1668.58,0.01,0.54,1.37,1018,15,1.47,128,12.57,52,5.11,924,90.77,419,39.2,78530.28,3972.47,6164.63,311.84,0.18,0.2,4.11,22.76,54.17,0.94,1.18,53.85,382.2,6.21,0.26,71.44,3.89,0.82,3.19,0.02,3.77,0.05,78.53,3.97,10.66,74.75,23.81,0.0,10,70,22,0,-99999.0,945,0,945,92.83,10.35,89.65,89,929,8.74,91.26,0.0,0.11,0.14,0.37,0.01,0.07,92.64,60374803042,"Los Angeles, CA",6,37,480304,43667
060374803043,43728,LACA,31.32,0.43,36.06,0.48,1275.71,0.06,1178.32,0.0,0.38,0.97,1110,12,1.08,126,11.35,70,6.31,1006,90.63,481,57.74,90419.02,4573.86,7097.89,359.05,0.12,0.13,4.74,26.21,62.37,1.09,1.36,62.01,440.06,7.15,0.2,106.67,5.81,1.23,4.77,0.03,5.63,0.07,90.42,4.57,6.91,84.39,14.74,0.0,11,129,23,0,-99999.0,1091,0,1091,98.29,0.0,100.0,270,840,24.32,75.68,0.0,0.07,0.09,0.24,0.01,0.05,101.01,60374803043,"Los Angeles, CA",6,37,480304,43668
060374804002,43730,LACA,229.59,2.86,239.77,3.3,8934.88,0.41,8506.06,0.03,2.75,6.98,2730,33,1.21,314,11.5,306,11.21,2115,77.47,1189,40.2,711771.02,36005.06,55874.03,2826.4,0.33,0.38,37.28,206.31,490.94,8.51,10.72,489.24,3472.08,56.28,0.49,553.38,30.16,6.36,24.74,0.14,29.22,0.36,711.77,36.01,19.68,64.35,35.19,0.71,34,111,61,23791,68.93,2179,253,2432,89.08,17.28,82.72,310,2420,11.36,88.64,0.0,0.2,0.25,0.68,0.01,0.13,248.43,60374804002,"Los Angeles, CA",6,37,480400,43670
060374804003,43731,LACA,169.85,2.12,177.38,2.44,6610.24,0.3,6292.86,0.03,2.04,5.16,2121,24,1.13,245,11.55,202,9.52,1686,79.49,424,19.68,653580.79,33061.5,51306.09,2595.33,0.33,0.38,34.23,189.45,450.81,7.82,9.85,449.25,3188.22,51.68,0.47,479.18,26.12,5.51,21.42,0.12,25.3,0.32,653.58,33.06,18.78,59.94,38.88,0.0,40,128,83,0,-99999.0,1805,246,2051,96.7,16.2,83.8,964,1157,45.45,54.55,0.0,0.19,0.24,0.64,0.01,0.13,193.01,60374804003,"Los Angeles, CA",6,37,480400,43671
060374805002,43733,LACA,282.43,6.41,538.54,4.24,12294.26,0.52,10736.41,0.08,5.93,9.05,1987,12,0.6,290,14.59,142,7.15,1011,50.88,284,16.43,1811587.13,91639.45,142209.59,7193.7,0.63,0.72,94.88,525.11,1249.58,21.71,27.29,1244.92,8835.01,143.24,0.8,912.3,49.72,10.49,40.78,0.24,48.17,0.6,1811.59,91.64,37.13,43.77,56.05,0.0,118,140,179,0,-99999.0,1184,698,1882,94.72,46.35,53.65,947,1040,47.66,52.34,0.0,0.37,0.47,1.26,0.02,0.25,192.74,60374805002,"Los Angeles, CA",6,37,480500,43673
060374807021,43742,LACA,312.34,5.9,495.98,4.13,12273.9,0.52,11225.05,0.07,5.49,9.64,1883,11,0.58,278,14.76,315,16.73,1336,70.95,205,9.82,3789270.57,191680.92,297457.74,15046.95,0.67,0.76,198.46,1098.45,2613.86,46.14,57.08,2592.9,18401.36,299.62,0.65,1175.36,64.06,13.52,52.54,0.3,62.06,0.77,3789.27,191.68,39.17,29.48,60.24,0.0,262,197,403,0,-99999.0,0,0,0,0.0,0.0,0.0,36,1847,1.91,98.09,0.0,0.39,0.5,1.32,0.03,0.27,182.65,60374807021,"Los Angeles, CA",6,37,480702,43682
060374807033,43746,LACA,281.03,6.39,534.42,4.54,12690.88,0.57,11350.63,0.08,6.42,9.13,1721,18,1.05,282,16.39,148,8.6,1075,62.46,105,5.2,2287436.64,115710.38,179563.78,9083.27,0.74,0.85,119.8,663.03,1577.84,27.65,34.45,1567.28,11122.7,180.87,0.87,931.06,50.74,10.71,41.62,0.24,49.16,0.61,2287.44,115.71,44.3,35.94,62.99,0.0,173,140,246,0,-99999.0,349,444,793,46.08,79.5,20.5,211,1510,12.26,87.74,0.01,0.44,0.56,1.49,0.03,0.3,166.94,60374807033,"Los Angeles, CA",6,37,480703,43686
060374807042,43748,LACA,309.95,7.48,631.33,5.37,14724.34,0.67,12911.08,0.08,6.2,10.21,3151,36,1.14,439,13.93,191,6.06,2110,66.96,542,16.65,1473750.05,74549.9,115689.38,5852.17,0.48,0.55,77.19,427.18,1016.56,17.94,22.2,1005.87,7138.51,116.53,0.65,923.51,50.33,10.62,41.28,0.24,48.76,0.61,1473.75,74.55,28.08,53.87,45.41,0.0,61,117,98,0,-99999.0,1984,984,2968,94.19,63.61,36.39,130,3021,4.13,95.87,0.0,0.28,0.36,0.95,0.02,0.19,305.65,60374807042,"Los Angeles, CA",6,37,480704,43688
060374808021,43749,LACA,32.18,0.55,46.25,0.45,1288.38,0.06,1168.11,0.01,0.53,1.0,848,9,1.06,111,13.09,104,12.26,800,94.34,135,17.88,542844.79,27459.9,42613.32,2155.6,0.15,0.18,28.43,157.35,374.45,6.78,8.18,366.43,2600.52,42.92,0.24,568.4,30.98,6.54,25.41,0.15,30.01,0.37,542.84,27.46,9.14,82.07,16.41,0.0,83,748,150,0,-99999.0,829,0,829,97.76,11.48,88.52,0,848,0.0,100.0,0.0,0.09,0.12,0.31,0.01,0.06,77.17,60374808021,"Los Angeles, CA",6,37,480802,43689
060374808022,43750,LACA,120.83,2.07,173.66,1.67,4837.6,0.21,4385.97,0.03,1.98,3.75,2431,21,0.86,385,15.84,260,10.7,2198,90.42,700,24.0,864125.3,43711.93,67833.84,3431.39,0.21,0.24,45.26,250.49,596.08,10.79,13.02,583.31,4139.64,68.33,0.27,661.76,36.07,7.61,29.58,0.17,34.94,0.44,864.13,43.71,11.99,70.3,23.05,0.0,46,272,89,0,-99999.0,1436,10,1446,59.48,3.72,96.28,1092,1339,44.92,55.08,0.0,0.12,0.15,0.41,0.01,0.08,221.22,60374808022,"Los Angeles, CA",6,37,480802,43690
060374808031,43751,LACA,71.99,1.19,99.63,1.11,3047.75,0.14,2813.41,0.01,1.16,2.27,877,6,0.68,112,12.77,78,8.89,751,85.63,85,8.54,392243.83,19841.72,30791.14,1557.58,0.37,0.42,20.54,113.7,270.57,4.81,5.91,266.77,1893.25,31.02,0.51,272.87,14.87,3.14,12.2,0.07,14.41,0.18,392.24,19.84,20.88,57.73,41.18,0.0,58,161,115,0,-99999.0,518,24,542,61.8,8.8,91.2,72,805,8.21,91.79,0.0,0.21,0.27,0.71,0.02,0.14,79.81,60374808031,"Los Angeles, CA",6,37,480803,43691
060374808032,43752,LACA,37.25,0.62,51.55,0.58,1577.02,0.07,1455.77,0.01,0.6,1.17,899,13,1.45,139,15.46,77,8.57,827,91.99,164,27.06,330631.55,16725.06,25954.58,1312.92,0.18,0.2,17.32,95.84,228.06,4.06,4.98,224.87,1595.86,26.14,0.3,370.62,20.2,4.26,16.57,0.1,19.57,0.24,330.63,16.73,10.52,81.49,17.34,0.0,48,370,79,0,-99999.0,822,0,822,91.43,4.99,95.01,280,619,31.15,68.85,0.0,0.11,0.14,0.36,0.01,0.07,81.81,60374808032,"Los Angeles, CA",6,37,480803,43692
060374808033,43753,LACA,79.32,1.31,109.78,1.23,3358.48,0.15,3100.22,0.02,1.28,2.5,952,13,1.37,144,15.13,113,11.87,809,84.98,268,29.0,435384.73,22024.01,34177.7,1728.89,0.35,0.4,22.8,126.2,300.33,5.34,6.56,296.11,2101.48,34.43,0.5,285.17,15.54,3.28,12.75,0.07,15.06,0.19,435.38,22.02,21.23,56.02,41.96,0.0,60,157,118,0,-99999.0,382,0,382,40.13,0.0,100.0,304,648,31.93,68.07,0.0,0.21,0.27,0.72,0.02,0.14,86.63,60374808033,"Los Angeles, CA",6,37,480803,43693
060374808034,43754,LACA,70.84,1.17,98.04,1.1,2999.55,0.14,2768.91,0.01,1.14,2.23,736,11,1.49,102,13.86,52,7.07,628,85.33,156,22.94,324187.33,16399.07,25448.71,1287.33,0.42,0.47,16.98,93.97,223.62,3.98,4.88,220.49,1564.76,25.63,0.57,215.85,11.76,2.48,9.65,0.06,11.4,0.14,324.19,16.4,24.5,56.56,43.04,0.0,57,132,101,0,-99999.0,648,0,648,88.04,0.56,99.44,614,122,83.42,16.58,0.0,0.24,0.31,0.83,0.02,0.17,66.98,60374808034,"Los Angeles, CA",6,37,480803,43694
