OBJECTID,BG20,CT20,LABEL,ShapeSTArea,ShapeSTLength
25030,5739021,573902,BG 1,7660951.03261285,13898.1935836995
25031,5740001,574000,BG 1,3827837.28259298,10267.9901694225
25032,5740002,574000,BG 2,2650031.78388711,6537.53153995829
25033,5740003,574000,BG 3,3674563.27207015,8860.07223533169
25034,5740004,574000,BG 4,3439058.05545226,7877.01962737492
25035,5740005,574000,BG 5,5999753.4553844,13679.1245085104
25036,5741001,574100,BG 1,3757232.69831103,10424.8359182325
25037,5741002,574100,BG 2,4585854.97327601,8959.31883834404
25038,5741003,574100,BG 3,3512336.64478242,8514.29926542996
25039,5741004,574100,BG 4,4532945.04379143,8717.24702755526
25040,5741005,574100,BG 5,3410198.52128988,7862.40008515571
25041,5742011,574201,BG 1,3647740.21769354,8073.87787893568
25042,5742012,574201,BG 2,3900496.09880668,8227.3204048291
25043,5742013,574201,BG 3,6388768.55925095,10127.7923519376
25044,5742021,574202,BG 1,3938249.10495666,8892.2596373024
25045,5742022,574202,BG 2,10481760.7630276,17367.4119540045
25046,5743001,574300,BG 1,3063719.19927486,7191.90425835333
25047,5743002,574300,BG 2,6388414.88538656,13604.9227566273
25048,5743003,574300,BG 3,4378481.29557937,8847.40817264371
25049,5743004,574300,BG 4,5896741.59372627,10822.0030771404
25050,5743005,574300,BG 5,3231958.24970884,7809.39084148826
25051,5743006,574300,BG 6,3749211.38583682,8518.99956655666
25052,5744001,574400,BG 1,8503684.25119847,11744.7971691521
25053,5744002,574400,BG 2,10312803.0552558,13639.8969714563
25054,5744003,574400,BG 3,3288529.49642438,8150.6881252962
25055,5744004,574400,BG 4,6273775.57847398,10969.1455132063
25056,5744005,574400,BG 5,5374343.87009993,9353.65648496815
25057,5744006,574400,BG 6,2853553.59109153,7433.4057889641
25058,5745001,574500,BG 1,6638005.58649653,10823.9705226232
25059,5745002,574500,BG 2,10520216.0104366,14548.7623678107
25060,5745003,574500,BG 3,5615978.98726325,9777.02919698975
25061,5745004,574500,BG 4,6543337.62019497,10246.4185130616
25062,5746021,574602,BG 1,6356869.64662564,10119.2003675348
25063,5748001,574800,BG 1,5273779.36030889,10363.9431297958
25064,5748002,574800,BG 2,3592026.94594927,11174.7803887568
25065,5748003,574800,BG 3,3062849.86763846,7283.92410057934
25066,5749011,574901,BG 1,3053421.07742668,8129.40511029668
25067,5749012,574901,BG 2,4319833.82644933,9573.02230310568
25068,5749013,574901,BG 3,3237498.0856453,7300.41051407579
25069,5749014,574901,BG 4,3829464.95331663,9093.06559304404
25070,5749021,574902,BG 1,2951490.68760543,8185.3352435004
25071,5749022,574902,BG 2,3050463.55516992,8714.70068163016
25072,5749023,574902,BG 3,2645918.8486047,7354.08565563926
25073,5750011,575001,BG 1,3937337.61279545,8235.27352521038
25074,5750012,575001,BG 2,6559445.00532168,14479.7578035513
25075,5750021,575002,BG 1,4892735.45810055,10626.9363089616
25076,5750022,575002,BG 2,2834496.24874182,11750.9814589919
25077,5750023,575002,BG 3,2661378.8084996,9356.20904455497
25078,5751011,575101,BG 1,1912963.38093859,6180.61362893765
25079,5751012,575101,BG 2,2613484.93615897,6627.80874565188
25080,5751021,575102,BG 1,1748125.35773351,6615.71210259366
25081,5751022,575102,BG 2,2622082.2794757,9253.32056906069
25082,5751031,575103,BG 1,1390493.96514257,5218.4619179798
25083,5751032,575103,BG 2,2834248.74877809,6932.14862923337
25084,5751033,575103,BG 3,943951.715319722,4229.0393680073
25085,5752011,575201,BG 1,1742365.90972608,5278.20228082851
25086,5752012,575201,BG 2,1832129.57734884,6274.46390051855
25087,5752013,575201,BG 3,2525020.56977831,6609.70475759753
25088,5752021,575202,BG 1,1742225.02448578,5277.37185581094
25089,5752022,575202,BG 2,1303794.25041165,4612.45196384383
25090,5752023,575202,BG 3,1304147.11319318,4614.91380834834
25091,5753001,575300,BG 1,2941804.62857548,7931.87208881195
25092,5753002,575300,BG 2,1907495.68539621,6290.07563913092
25093,5753003,575300,BG 3,2127257.68664948,6268.07468533346
25094,5754011,575401,BG 1,6896830.79828277,12590.6479485842
25095,5754012,575401,BG 2,950191.465201331,4689.77234808549
25096,5754013,575401,BG 3,1733195.76570041,5912.08625506137
25097,5754021,575402,BG 1,2176923.06701266,5937.90756860892
25098,5754022,575402,BG 2,1308941.3316039,4625.59922711874
25099,5758011,575801,BG 1,4197180.72139261,8621.61695664686
25100,5758012,575801,BG 2,498813.927165763,3401.28832289423
25101,5758021,575802,BG 1,1723909.66375249,5251.77211124563
25102,5758022,575802,BG 2,1731080.11445201,5266.77569980013
25103,5758031,575803,BG 1,1073055.23319458,4262.17683327648
25104,5758032,575803,BG 2,1075563.36943881,4270.14870619488
25105,5759011,575901,BG 1,712447.25583869,3812.3111229104
25106,5759012,575901,BG 2,843587.740040178,3721.32228104297
25107,5759013,575901,BG 3,636707.842833436,4093.53791098979
25108,5759014,575901,BG 4,3035030.95560767,9363.08674947184
25109,5759021,575902,BG 1,1786996.29129468,6021.56908794991
25110,5759022,575902,BG 2,969432.331190418,3958.09076974002
25111,5759023,575902,BG 3,1016994.41809589,4049.44522938044
25112,5760011,576001,BG 1,13775112.5242435,18085.3255612753
25113,5760012,576001,BG 2,17214516.8924,18147.8148824531
25114,5760013,576001,BG 3,2882085.77262232,7963.36767860756
25115,5762001,576200,BG 1,1472142.79307642,5119.78887718523
25116,5762002,576200,BG 2,1110763.11935007,4286.98745578119
25117,5762003,576200,BG 3,735474.635656939,3751.13902279321
25118,5762004,576200,BG 4,681298.581005295,3459.99737905269
25119,5762005,576200,BG 5,3500161.30463809,8060.20025089552
25120,5763011,576301,BG 1,1509750.4023161,5596.20530234144
25121,5763012,576301,BG 2,1327096.56797908,4618.73193795062
25122,5763013,576301,BG 3,1320973.15763891,4639.91108835919
25123,5763014,576301,BG 4,1747300.20405806,5289.35946949206
25124,5763021,576302,BG 1,943237.29154144,4068.95676212698
25125,5763022,576302,BG 2,794897.645082098,3841.32676219058
25126,5763023,576302,BG 3,1746634.23533613,5281.85652468725
25127,5764011,576401,BG 1,1748966.15655132,5289.7509861979
25128,5764012,576401,BG 2,1739191.02332602,5273.22085214639
25129,5764021,576402,BG 1,1422745.58775448,5295.51709025308
25130,5764022,576402,BG 2,2070023.72567662,6610.85281098961
25131,5764031,576403,BG 1,1746739.87979713,5293.30283312706
25132,5764032,576403,BG 2,1747028.09061695,5287.06036915681
25133,5765011,576501,BG 1,1812996.00158954,5486.72812596774
25134,5765012,576501,BG 2,1323722.64217801,4814.82369096396
25135,5765021,576502,BG 1,1745121.70076958,5284.12280836948
25136,5765022,576502,BG 2,911786.256635178,4074.86035125897
25137,5765023,576502,BG 3,654630.924969227,4096.15131663121
25138,5765031,576503,BG 1,1746140.20224382,5288.0034905216
25139,5765032,576503,BG 2,1610296.88169491,5264.03762963787
25140,5766011,576601,BG 1,2529754.95168046,9226.70407698925
25141,5766012,576601,BG 2,1378201.17260376,4709.04155912378
25142,5766013,576601,BG 3,1383909.34173787,4719.70854351645
25143,5766020,576602,BG 0,28382339.3926981,28388.212583068
25144,5766022,576602,BG 2,885799.807550244,3809.54472862132
25145,5766023,576602,BG 3,1241626.46553146,5154.66408127604
25146,5766024,576602,BG 4,934112.792039004,4696.16639840203
25147,5767001,576700,BG 1,2696201.88860506,7087.80563049286
25148,5767003,576700,BG 3,2333383.69226308,6516.43771106664
25149,5768011,576801,BG 1,1782818.01561686,5333.79558066498
25150,5768012,576801,BG 2,1725442.46372181,5220.18413283416
25151,5768013,576801,BG 3,2027170.87133428,7263.92441080284
25152,5768021,576802,BG 1,2628204.25322256,6631.4916465003
25153,5768022,576802,BG 2,2407814.02977274,6282.69561175538
25154,5769011,576901,BG 1,1303333.7386492,4616.54001562211
25155,5769012,576901,BG 2,2174959.97447189,5936.10361468688
25156,5769013,576901,BG 3,1311124.88892389,4627.54401936427
25157,5769031,576903,BG 1,2175255.96443267,5940.50651633307
25158,5769032,576903,BG 2,1320264.10212479,4647.54880148777
25159,5769041,576904,BG 1,2175479.64049009,6110.9912868507
25160,5769042,576904,BG 2,1765551.58594426,5421.30526724965
25161,5770001,577000,BG 1,2185489.11581572,7923.72006124314
25162,5770002,577000,BG 2,2180681.8376114,7928.10080644366
25163,5770003,577000,BG 3,2177164.81513396,7922.7145430291
25164,5770004,577000,BG 4,3249750.78446027,11279.6031159042
25165,5770005,577000,BG 5,10108675.8627551,14567.3265402497
25166,5771001,577100,BG 1,2609646.77869776,6598.49713279998
25167,5771002,577100,BG 2,2622347.09943245,6609.5967035247
25168,5771003,577100,BG 3,2617478.13428068,9241.08944839095
25169,5771004,577100,BG 4,2619162.49602206,6605.57044314232
25170,5771005,577100,BG 5,2615517.90024124,6603.21928663245
25171,5772001,577200,BG 1,2795366.35812233,6725.16287622864
25172,5772003,577200,BG 3,1885890.19445778,6103.28781671493
25173,5772004,577200,BG 4,2213965.6820199,6684.68322131594
25174,5773002,577300,BG 2,1488960.11491637,7069.46269106938
25175,5773003,577300,BG 3,1033373.70538976,4683.50296607256
25176,5773004,577300,BG 4,1855505.57475538,6177.54410431021
25177,5773005,577300,BG 5,1584660.50694821,5028.45987583223
25178,5773006,577300,BG 6,803569.087951316,4029.00280082856
25179,5774001,577400,BG 1,1976531.45974164,7329.57708559667
25180,5774002,577400,BG 2,1729394.89416966,7254.09136379451
25181,5774003,577400,BG 3,1614116.85124384,5490.44274387865
25182,5774004,577400,BG 4,1627533.01159163,5356.94442870958
25183,5775011,577501,BG 1,6358605.14257417,14349.3375496068
25184,5775012,577501,BG 2,5378518.98764346,15897.4503615538
25185,5775013,577501,BG 3,2925709.29970059,9566.93754018085
25186,5775042,577504,BG 2,1208675.3664275,7432.69823376281
25187,5776021,577602,BG 1,6319596.73268837,11257.1119629607
25188,5776022,577602,BG 2,8636167.44601794,14800.6091795938
25189,5776041,577604,BG 1,16430927.6272274,29069.4843166319
25190,5776051,577605,BG 1,5351721.73225027,9538.22335517016
25191,5776052,577605,BG 2,9300875.10510972,16994.3644470117
25192,5776053,577605,BG 3,4975264.63086829,17650.0604662964
25193,5776061,577606,BG 1,4609583.81645097,10894.0140589684
25194,5776062,577606,BG 2,7852998.70112028,11888.821447025
25195,5777001,577700,BG 1,5468443.60059203,11028.1329591776
25196,5777002,577700,BG 2,4579382.73946599,8725.08890805649
25197,5777003,577700,BG 3,3497078.03951542,7937.10268583294
25198,5778001,577800,BG 1,9483677.33426864,14863.4148507005
25199,5778002,577800,BG 2,4213901.7648267,9388.06205539895
25200,5778003,577800,BG 3,5229657.96820864,10089.6624892081
25201,5779001,577900,BG 1,7807045.17234222,13504.142797322
25202,5779002,577900,BG 2,3976926.53258615,8122.92247751865
25203,5779003,577900,BG 3,3347472.30921451,7981.97423870955
25204,5779004,577900,BG 4,3936557.6751784,10824.9779148768
25205,5780001,578000,BG 1,3906582.06709957,8241.76281329293
25206,5780002,578000,BG 2,2221613.66386171,6332.75279263035
25207,5780003,578000,BG 3,2184207.25502856,5952.01300951112
25208,5780004,578000,BG 4,11567479.1094596,16573.6962736241
25209,5781001,578100,BG 1,18489958.7889167,19002.073065471
25210,5991001,599100,BG 1,1573236841.80567,389210.423315497
25211,5991002,599100,BG 2,2045597174.57215,403049.30612158
25212,6001001,600100,BG 1,3482774.53214368,7952.81228111696
25213,6001002,600100,BG 2,1825193.27786705,5412.21341580335
25214,6001003,600100,BG 3,2846828.16836942,6990.54650601814
25215,6002011,600201,BG 1,2490159.36645144,9097.80015236181
25216,6002012,600201,BG 2,2235002.17115908,8947.77738810619
25217,6002013,600201,BG 3,1579529.10507871,7456.06254153872
25218,6002021,600202,BG 1,2753744.17729256,6815.59987366047
25219,6002022,600202,BG 2,3916099.46821715,10083.6886235578
25220,6002023,600202,BG 3,2255421.85000846,7112.70598945133
25221,6003021,600302,BG 1,4422907.15799512,9304.94995038215
25222,6003022,600302,BG 2,2108548.03366698,5855.14631393272
25223,6003023,600302,BG 3,2289309.63879732,6109.11813907434
25224,6003031,600303,BG 1,1479172.52317351,4890.38304794119
25225,6003032,600303,BG 2,1227504.32697845,4450.00885728544
25226,6003033,600303,BG 3,1217331.21526422,4426.04401690578
25227,6003041,600304,BG 1,2031538.65917612,5939.89334649997
25228,6003042,600304,BG 2,1333377.47029722,7035.25300465205
25229,6003043,600304,BG 3,1433389.78969462,6718.36906430205
25230,6004001,600400,BG 1,1722868.51349186,5262.16733904384
25231,6004002,600400,BG 2,1735519.02981824,5265.16132076952
25232,6004003,600400,BG 3,2858055.4168515,7613.98056110386
25233,6004004,600400,BG 4,4252883.8561014,8768.44230625644
25234,6005011,600501,BG 1,3582197.25398827,8508.36515340008
25235,6005012,600501,BG 2,3490821.32472334,8938.55568853135
25236,6006011,600601,BG 1,2071326.55669761,8329.5546911717
25237,6006012,600601,BG 2,2842743.78638188,9882.47012597719
25238,6006013,600601,BG 3,2048649.31779232,5742.02693849464
25239,6006021,600602,BG 1,7430326.0051283,10861.636738854
25240,6007021,600702,BG 1,3502789.80163088,7936.98192749485
25241,6007022,600702,BG 2,3498336.23345006,7935.46404101482
25242,6007023,600702,BG 3,19161625.3707775,18591.357642104
25243,6007031,600703,BG 1,5598920.78291165,10887.9854655557
25244,6007041,600704,BG 1,5059052.89645511,10415.1416121706
25245,6007042,600704,BG 2,5318110.42989591,10687.7924594715
25246,6008011,600801,BG 1,2504013.04255833,6969.62595016209
25247,6008012,600801,BG 2,2745784.25575213,7378.81005124831
25248,6008013,600801,BG 3,2301243.47647887,6461.2127246123
25249,6008014,600801,BG 4,2901355.09055681,7091.02908991803
25250,6008021,600802,BG 1,15968547.5702258,20212.5309480545
25251,6008022,600802,BG 2,2120502.66203126,6742.96911646251
25252,6008023,600802,BG 3,2830540.81053601,7561.18326952315
25253,6009021,600902,BG 1,1604127.28012951,5344.15514845006
25254,6009022,600902,BG 2,1833946.6075065,5449.78609709531
25255,6009023,600902,BG 3,2114127.61218551,7563.21314630467
25256,6009024,600902,BG 4,3063775.06634739,8181.81077063347
25257,6009111,600911,BG 1,2881033.33349466,9329.59132825945
25258,6009112,600911,BG 2,4472017.31685825,10038.013877295
25259,6009121,600912,BG 1,4198657.94615903,10027.3485163186
25260,6009122,600912,BG 2,5664688.37468152,11073.4391101489
25261,6009123,600912,BG 3,1847566.47975341,5817.61301678071
25262,6010011,601001,BG 1,4630206.79043416,9384.5121027573
25263,6010012,601001,BG 2,4885553.77602075,10600.9658138025
25264,6010021,601002,BG 1,1689106.76043491,5244.75870321672
25265,6010022,601002,BG 2,2394240.15529594,6288.73917411404
25266,6010023,601002,BG 3,2733096.42013446,7053.18345105365
25267,6011001,601100,BG 1,2086993.1194424,5814.08982955418
25268,6011002,601100,BG 2,2092771.33392132,5811.74884735479
25269,6011003,601100,BG 3,2715572.05635133,7331.6594545237
25270,6012021,601202,BG 1,2614832.75076153,6664.11787063671
25271,6012022,601202,BG 2,2625779.89319816,6613.51508806126
25272,6012023,601202,BG 3,1802121.02487781,6673.78861949381
25273,6012111,601211,BG 1,3160402.99117025,8304.83651368551
25274,6012112,601211,BG 2,3080664.79637944,7900.58669485638
25275,6012121,601212,BG 1,1630819.56588052,5871.44076157217
25276,6012122,601212,BG 2,1644499.61115572,5129.68820370565
25277,6012123,601212,BG 3,1343855.33073745,4773.00518967619
25278,6012124,601212,BG 4,1678634.95371419,6241.44572639285
25279,6013011,601301,BG 1,2855943.81448154,8912.81267474075
25280,6013012,601301,BG 2,3758236.63120026,9668.37065915856
25281,6013021,601302,BG 1,6705828.00728667,12549.2495963154
25282,6013022,601302,BG 2,1976823.46470507,7567.80101981889
25283,6013023,601302,BG 3,1052315.18798294,4496.53768847774
25284,6013024,601302,BG 4,3393670.65534001,12213.64104485
25285,6013031,601303,BG 1,1323833.43187239,4628.16982054228
25286,6013032,601303,BG 2,1256541.5954475,5026.90138536278
25287,6013033,601303,BG 3,2139149.4851635,7098.80252059985
25288,6014011,601401,BG 1,2288090.45411128,7122.66008074597
25289,6014012,601401,BG 2,2434579.41102613,6334.42887591452
25290,6014013,601401,BG 3,12210524.4690832,14840.9602847729
25291,6014021,601402,BG 1,2488253.36612799,7415.48592109727
25292,6014022,601402,BG 2,2462954.37601276,6666.94465144955
25293,6014023,601402,BG 3,3340397.84516483,7969.30310953707
25294,6014024,601402,BG 4,2292961.75611587,6582.86173818308
25295,6015011,601501,BG 1,2460233.80554612,6857.24584131658
25296,6015012,601501,BG 2,2632624.43194866,8156.88241160924
25297,6015021,601502,BG 1,2609077.57078847,6598.28671986413
25298,6015022,601502,BG 2,2674038.3358548,7553.18031903004
25299,6016001,601600,BG 1,1877160.64733828,5805.31261195995
25300,6016002,601600,BG 2,1962553.43413355,8447.93443739795
25301,6016003,601600,BG 3,5982168.88580228,10567.2294922529
25302,6017001,601700,BG 1,2386058.54201807,6331.89234943865
25303,6017002,601700,BG 2,3510122.68278858,9467.81937911685
25304,6017003,601700,BG 3,2263692.38017008,7080.32607549415
25305,6018011,601801,BG 1,1776640.09880489,5332.04995705458
25306,6018012,601801,BG 2,3462570.88314472,7864.43778516849
25307,6018021,601802,BG 1,1781505.88235568,5339.34741059626
25308,6018022,601802,BG 2,1701390.07465878,5212.61021943528
25309,6018023,601802,BG 3,1728118.71228171,5259.70813889826
25310,6019001,601900,BG 1,3903633.12980279,8515.44116020985
25311,6019002,601900,BG 2,3595392.24778336,8386.67616429005
25312,6020021,602002,BG 1,2286385.00059963,6762.22153339182
25313,6020022,602002,BG 2,3477474.56241012,8035.3064796562
25314,6020031,602003,BG 1,3392357.26920164,7684.61971517432
25315,6020032,602003,BG 2,3336789.72767911,7588.3541886467
25316,6021031,602103,BG 1,3364463.67282676,9815.71585767699
25317,6021032,602103,BG 2,1754855.0873552,5289.8474156513
25318,6021033,602103,BG 3,3878632.56266669,7882.61136785253
25319,6021041,602104,BG 1,3682809.78309161,8478.63143261166
25320,6021042,602104,BG 2,4323355.15020681,9820.41302099694
25321,6021051,602105,BG 1,3623390.02265214,8440.14218017696
25322,6021052,602105,BG 2,3250859.35441546,7689.47814929216
25323,6021061,602106,BG 1,3546724.75351161,7979.09250391053
25324,6021062,602106,BG 2,3533056.94805301,8056.90268652936
25325,6021063,602106,BG 3,1745661.68326564,5292.24150854213
25326,6022011,602201,BG 1,2420893.5137864,6391.41555564771
25327,6022012,602201,BG 2,3806752.25732443,8527.49662862429
25328,6022013,602201,BG 3,7340214.99259823,12300.2655907572
25329,6022014,602201,BG 4,3815701.16117998,9750.45062285998
25330,6022021,602202,BG 1,3588708.42152599,9920.73141666975
25331,6022022,602202,BG 2,1748048.52559042,5283.93986669314
25332,6023011,602301,BG 1,2773001.37872137,6679.18270798445
25333,6023012,602301,BG 2,2766634.72900976,6658.36102025825
25334,6023013,602301,BG 3,3765188.78545557,7798.60768156834
25335,6023014,602301,BG 4,5182455.2700952,12454.1373633304
25336,6023015,602301,BG 5,4742027.35962008,8854.14161541694
25337,6023021,602302,BG 1,2973951.61869304,7919.65542893503
25338,6023022,602302,BG 2,1880757.96906788,6150.70450976833
25339,6023023,602302,BG 3,6261044.41769731,19694.3723711251
25340,6023024,602302,BG 4,9848571.08149892,15679.2866289206
25341,6024021,602402,BG 1,2758001.98783801,7431.58162906449
25342,6024022,602402,BG 2,2746643.06190278,7420.8932089278
25343,6024023,602402,BG 3,2806754.95465923,7492.27424419729
25344,6024024,602402,BG 4,2674456.50379336,7866.14746339584
25345,6024025,602402,BG 5,3233088.2843154,9928.52089430846
25346,6024031,602403,BG 1,2075212.67408733,6804.7355283388
25347,6024032,602403,BG 2,2115884.66838022,6796.14019817978
25348,6024033,602403,BG 3,2114003.75940233,6804.60158827405
25349,6024041,602404,BG 1,2104421.29678641,6794.70534695593
25350,6024042,602404,BG 2,2111035.31749921,6817.19589101148
25351,6024043,602404,BG 3,2735967.61159953,8058.85106085736
25352,6025041,602504,BG 1,1725523.5228122,5256.5548795269
25353,6025042,602504,BG 2,1734719.59261899,5260.06964364259
25354,6025051,602505,BG 1,1737627.21688622,5277.72874726582
25355,6025052,602505,BG 2,1745680.29209216,5283.76070000494
25356,6025061,602506,BG 1,1756722.89869638,5301.53674098746
25357,6025062,602506,BG 2,1738146.44989804,5261.61786255463
25358,6025071,602507,BG 1,1741627.45724001,5280.85089314325
25359,6025072,602507,BG 2,1731300.94325252,5265.43329919459
25360,6025101,602510,BG 1,1742979.83911973,5288.06799829972
25361,6025102,602510,BG 2,1750976.10538364,5298.98175463222
25362,6025111,602511,BG 1,1940037.41580924,5989.62119081122
25363,6025112,602511,BG 2,1738816.43110039,5275.73142379947
25364,6025121,602512,BG 1,1294469.92107641,4915.77503392994
25365,6025122,602512,BG 2,1952624.14603135,7726.92069229559
25366,6025131,602513,BG 1,19366693.9555463,21253.0654576101
25367,6026011,602601,BG 1,3902440.20882324,8213.07169486165
25368,6026012,602601,BG 2,3089893.20344515,7690.37292501116
25369,6026013,602601,BG 3,3943036.79425274,8425.78049988679
25370,6026014,602601,BG 4,3039488.87565138,12612.4785522904
25371,6026021,602602,BG 1,4504229.91521979,10586.3490722385
25372,6026022,602602,BG 2,2480774.58978426,6381.77256302079
25373,6027001,602700,BG 1,12835241.8192674,16036.1737480619
25374,6027002,602700,BG 2,13893222.4437361,15887.3314410319
25375,6028011,602801,BG 1,3476833.15351441,7940.68120918383
25376,6028012,602801,BG 2,10018776.6240247,13063.4796109592
25377,6028021,602802,BG 1,3477258.23636723,8066.85054830182
25378,6028022,602802,BG 2,3670949.62210929,8046.78866971135
25379,6028023,602802,BG 3,3629363.92702171,8042.26366987203
25380,6028024,602802,BG 4,3596061.48149642,7993.22534666827
25381,6029001,602900,BG 1,6640203.99517822,13085.7468733605
25382,6029002,602900,BG 2,7356791.44219774,14334.0801519967
25383,6029003,602900,BG 3,16122435.6083439,19095.3399473552
25384,6030041,603004,BG 1,2428204.87287284,8219.20186801572
25385,6030051,603005,BG 1,2821965.11497602,7444.39244844794
25386,6030052,603005,BG 2,2094227.00570922,5815.01665061175
25387,6030053,603005,BG 3,2088646.51532682,5804.18794418914
25388,6030061,603006,BG 1,5460651.66928827,11641.4121322189
25389,6030062,603006,BG 2,1940357.80552737,5700.99489061547
25390,6030071,603007,BG 1,3515261.33165427,8049.04646379242
25391,6030072,603007,BG 2,3699675.82706701,8893.87356831846
25392,6030081,603008,BG 1,1756794.74201832,6868.58492206551
25393,6030082,603008,BG 2,3282966.30468207,9246.32646657781
25394,6031011,603101,BG 1,3180510.3244731,7455.01210929222
25395,6031012,603101,BG 2,3312574.32357216,7696.36704536378
25396,6031013,603101,BG 3,2996505.93694319,7123.12051510715
25397,6031021,603102,BG 1,2319037.95886846,6971.52290232795
25398,6031022,603102,BG 2,2241844.58541235,6904.76275705315
25399,6031023,603102,BG 3,3466871.00723439,7786.86791762829
25400,6032001,603200,BG 1,2560149.15186521,6595.45896199327
25401,6032002,603200,BG 2,5262614.51820623,11218.1660297795
25402,6032003,603200,BG 3,4439121.25624767,12378.0170193757
25403,6033011,603301,BG 1,2832275.59376384,7025.6043144034
25404,6033012,603301,BG 2,3848641.17441388,8204.60663687516
25405,6033013,603301,BG 3,3811920.03384951,8171.11817137302
25406,6033021,603302,BG 1,2035248.85552123,5842.49034005003
25407,6033022,603302,BG 2,5862052.22539741,11403.7868265136
25408,6033023,603302,BG 3,4321489.73013089,9204.43540092865
25409,6034001,603400,BG 1,3041979.58685419,7249.74181595075
25410,6034002,603400,BG 2,4700646.39173573,11072.2992975058
25411,6034003,603400,BG 3,4467926.47139348,9378.03994147753
25412,6035001,603500,BG 1,2434207.04479039,7194.49685100389
25413,6035002,603500,BG 2,3749896.63940103,10474.2441819129
25414,6035003,603500,BG 3,2380092.38362135,6250.66896459091
25415,6036001,603600,BG 1,3499281.55219428,7935.88310149352
25416,6036002,603600,BG 2,2209074.938374,6009.34249772162
25417,6036003,603600,BG 3,4383564.07916944,10451.0682708728
25418,6037021,603702,BG 1,3278655.82031055,7838.81428278563
25419,6037022,603702,BG 2,16544698.8635159,21260.4771206002
25420,6037023,603702,BG 3,4508830.74658052,10830.2393178128
25421,6037024,603702,BG 4,3740723.75910937,8394.55826450924
25422,6037031,603703,BG 1,3969868.87478781,8512.78487600738
25423,6037032,603703,BG 2,3048128.23590024,8049.39409847078
25424,6037051,603705,BG 1,2916159.76752229,7696.92262674627
25425,6037061,603706,BG 1,1969716.09859306,6457.15378123064
25426,6037062,603706,BG 2,2056099.06448533,6880.82077833504
25427,6038011,603801,BG 1,3835912.38467198,8225.49589665347
25428,6038012,603801,BG 2,1613588.22725397,6488.03473392496
25429,6038013,603801,BG 3,1726331.13219927,6510.79347844649
25430,6038021,603802,BG 1,3349378.4849517,7836.12205127331
25431,6038022,603802,BG 2,3441124.73993425,7877.61934033779
25432,6039011,603901,BG 1,4597945.35671893,11762.8077200547
25433,6039012,603901,BG 2,3321186.2867182,9244.70397175003
25434,6039021,603902,BG 1,4449818.40174682,8659.98781775724
25435,6039022,603902,BG 2,3638201.53353322,9304.3456105085
25436,6040011,604001,BG 1,3477698.88883396,8217.54880096712
25437,6040012,604001,BG 2,2422527.31662436,6424.40687456596
25438,6040013,604001,BG 3,1193902.69445897,4700.40488388251
25439,6040021,604002,BG 1,2046477.38994106,5751.69787050746
25440,6040022,604002,BG 2,2495618.77583811,6304.8494488296
25441,6040023,604002,BG 3,1024115.66274774,4237.52124141602
25442,6040024,604002,BG 4,1438104.6977954,4804.49389681454
25443,6041011,604101,BG 1,1607139.96001219,5161.27119929771
25444,6041012,604101,BG 2,1477991.97476473,4913.33288844772
25445,6041013,604101,BG 3,2084785.66705832,8136.60572765272
25446,6041021,604102,BG 1,3132242.71497641,9877.57813596571
25447,6041022,604102,BG 2,2610246.79808981,7705.24379674869
25448,6042001,604200,BG 1,3675634.31869714,10811.0192874818
25449,6042002,604200,BG 2,3484657.37313081,8723.25388385447
25450,6042003,604200,BG 3,3378065.78435847,7778.08163324934
25451,6042004,604200,BG 4,2998466.68727401,7391.61566839811
25452,6099001,609900,BG 1,2027973.02850054,7523.98569774406
25453,6099002,609900,BG 2,3697276.86246873,10901.0953757094
25454,6200011,620001,BG 1,4542018.21550287,10271.4830921641
25455,6200012,620001,BG 2,3617294.62357646,11539.2224719655
25456,6200013,620001,BG 3,4580319.67679308,10347.7007612147
25457,6200021,620002,BG 1,3142036.42830028,8125.37822812762
25458,6200022,620002,BG 2,6946157.69581647,10545.5001856881
25459,6200023,620002,BG 3,2664902.99201799,9318.74306829038
25460,6201011,620101,BG 1,4075395.01025003,8512.12897096343
25461,6201012,620101,BG 2,5139896.81416779,9378.15000411213
25462,6201013,620101,BG 3,5367751.41951976,14014.9695489544
25463,6201021,620102,BG 1,2728482.27273911,7545.49836385239
25464,6201022,620102,BG 2,2559963.89410345,7081.66920396619
25465,6201023,620102,BG 3,4097179.67937956,10253.2657027928
25466,6202011,620201,BG 1,762051.52706689,3506.32254969338
25467,6202012,620201,BG 2,1706595.17429692,7191.0220054037
25468,6203011,620301,BG 1,3302780.34669414,8408.64431319849
25469,6203012,620301,BG 2,2674736.60777058,6569.56354377796
25470,6203013,620301,BG 3,2797709.27266869,8383.17931020655
25471,6203014,620301,BG 4,2405612.01082131,8581.15801092346
25472,6203031,620303,BG 1,3240650.44507188,8118.50784219857
25473,6203032,620303,BG 2,3762377.61943798,8035.81238632162
25474,6203033,620303,BG 3,2844035.00758971,6603.12080932241
25475,6203034,620303,BG 4,2619460.00390703,9686.20092896578
25476,6203051,620305,BG 1,3885991.64769681,20633.6329819313
25477,6203052,620305,BG 2,3804587.58265971,13244.4855106579
25478,6203053,620305,BG 3,872460.294879399,4538.11946358403
25479,6203054,620305,BG 4,1493080.55215202,6902.77176968018
25480,6203055,620305,BG 5,902761.234165118,4024.21355825413
